,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
8780,8780,50,management,married,tertiary,no,0,no,no,cellular,30,jan,199,1,205,1,failure,no
7199,7199,34,blue-collar,married,secondary,no,2308,yes,no,unknown,7,may,1062,1,-1,0,unknown,no
7570,7570,32,management,married,tertiary,no,128,yes,no,cellular,28,jul,320,3,-1,0,unknown,no
3353,3353,22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
679,679,56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,yes
1789,1789,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
3847,3847,31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
4296,4296,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,yes
3409,3409,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,1,-1,0,unknown,yes
7047,7047,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
8985,8985,37,technician,married,secondary,no,3720,yes,no,cellular,28,jan,561,1,-1,0,unknown,no
5955,5955,40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,no
9844,9844,52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,5,-1,0,unknown,no
1558,1558,78,retired,married,primary,no,240,no,no,cellular,20,apr,325,1,-1,0,unknown,yes
5173,5173,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
4887,4887,43,self-employed,single,unknown,no,3173,no,no,unknown,15,may,746,1,-1,0,unknown,yes
256,256,37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,yes
5049,5049,27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,yes
568,568,25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
4389,4389,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
6537,6537,57,blue-collar,married,secondary,no,2058,yes,no,telephone,18,may,23,2,-1,0,unknown,no
1003,1003,45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes
6580,6580,56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
2987,2987,49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,yes
8730,8730,49,unemployed,married,primary,yes,11,yes,no,telephone,31,jul,166,8,-1,0,unknown,no
6888,6888,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,0,unknown,no
2586,2586,29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,yes
8350,8350,19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,no
5373,5373,40,services,married,secondary,no,0,yes,no,cellular,2,jun,297,1,28,3,failure,no
1362,1362,35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,1,-1,0,unknown,yes
992,992,43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes
3545,3545,37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,yes
9879,9879,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,no
6989,6989,41,blue-collar,married,secondary,no,2067,yes,no,unknown,20,jun,120,4,-1,0,unknown,no
1343,1343,65,housemaid,married,primary,no,715,no,no,cellular,11,mar,323,1,-1,0,unknown,yes
1055,1055,34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,yes
11017,11017,42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,apr,341,2,336,3,other,no
6770,6770,27,admin.,married,secondary,no,16,yes,no,cellular,3,feb,54,3,-1,0,unknown,no
89,89,37,management,single,secondary,no,792,yes,no,unknown,16,may,1187,4,-1,0,unknown,yes
2807,2807,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
9155,9155,51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,-1,0,unknown,no
2920,2920,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
5613,5613,57,unemployed,married,secondary,no,1350,no,no,cellular,25,jun,131,1,388,1,failure,no
4529,4529,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
9936,9936,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,no
6584,6584,31,technician,single,secondary,no,205,yes,no,unknown,3,jun,342,2,-1,0,unknown,no
4648,4648,41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,yes
10504,10504,31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,no
4512,4512,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,-1,0,unknown,yes
7679,7679,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
9976,9976,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
2215,2215,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
9240,9240,53,management,married,tertiary,no,232,yes,no,telephone,29,jan,32,1,-1,0,unknown,no
8617,8617,72,retired,divorced,primary,no,0,no,no,telephone,28,aug,359,1,-1,0,unknown,no
7735,7735,29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,-1,0,unknown,no
10138,10138,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
1015,1015,45,self-employed,married,secondary,no,7,no,no,cellular,20,nov,691,1,-1,0,unknown,yes
7026,7026,60,retired,married,primary,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,no
8752,8752,56,management,married,primary,no,405,no,no,cellular,21,jul,251,2,-1,0,unknown,no
1412,1412,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,yes
3895,3895,24,student,single,secondary,no,431,no,no,cellular,19,aug,418,11,185,5,success,yes
7318,7318,49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,no
5254,5254,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
2522,2522,57,retired,single,tertiary,no,842,no,no,cellular,13,aug,284,3,-1,0,unknown,yes
2321,2321,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes
5358,5358,41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,no
5274,5274,54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,183,2,success,yes
6743,6743,44,services,married,secondary,no,191,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
3852,3852,25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,yes
3912,3912,75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,yes
7306,7306,34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no
1366,1366,31,services,married,secondary,no,447,no,no,cellular,19,mar,220,3,-1,0,unknown,yes
5548,5548,35,technician,married,secondary,no,0,yes,no,cellular,6,apr,139,1,-1,0,unknown,no
3225,3225,49,services,married,primary,no,1830,yes,no,cellular,15,feb,136,1,-1,0,unknown,yes
175,175,30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,unknown,yes
1864,1864,59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,1,other,yes
2649,2649,36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
5385,5385,37,blue-collar,married,secondary,no,105,yes,no,unknown,8,may,69,2,-1,0,unknown,no
5573,5573,52,blue-collar,married,secondary,no,5275,no,yes,cellular,22,jul,1029,3,-1,0,unknown,no
10302,10302,41,blue-collar,married,secondary,no,213,yes,no,unknown,8,may,10,2,-1,0,unknown,no
3104,3104,52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
7296,7296,37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
1378,1378,28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,unknown,yes
6055,6055,38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no
1227,1227,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes
10855,10855,42,management,married,tertiary,no,783,yes,no,cellular,19,nov,77,2,128,3,failure,no
9160,9160,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
5403,5403,55,entrepreneur,married,secondary,no,113,yes,no,unknown,12,jun,186,1,-1,0,unknown,no
3410,3410,36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
8854,8854,51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,-1,0,unknown,no
314,314,51,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown,yes
9439,9439,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
7398,7398,52,unemployed,married,tertiary,no,2133,no,yes,cellular,18,jul,90,1,-1,0,unknown,no
3503,3503,46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,yes
8960,8960,59,retired,married,unknown,no,613,no,no,cellular,19,aug,75,2,-1,0,unknown,no
2175,2175,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,yes
7715,7715,49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
1967,1967,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
2709,2709,83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,yes
841,841,32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,-1,0,unknown,yes
2295,2295,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,yes
4051,4051,43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,1,94,2,success,yes
7044,7044,44,admin.,married,secondary,no,1042,yes,no,cellular,18,may,136,1,-1,0,unknown,no
10095,10095,40,services,married,secondary,no,181,yes,no,unknown,16,may,370,1,-1,0,unknown,no
10502,10502,30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,232,1,365,1,failure,no
2203,2203,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,yes
9027,9027,32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,no
6810,6810,34,admin.,single,secondary,no,1880,yes,no,unknown,23,may,297,1,-1,0,unknown,no
2701,2701,40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
9270,9270,43,services,married,secondary,no,2478,yes,no,cellular,28,jan,347,1,230,1,failure,no
9625,9625,40,services,married,secondary,no,695,yes,no,cellular,11,may,270,1,348,10,failure,no
10963,10963,39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
4263,4263,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
8605,8605,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
10230,10230,59,management,divorced,tertiary,no,81,no,no,cellular,26,may,140,1,-1,0,unknown,no
9701,9701,41,technician,single,primary,no,340,yes,no,cellular,13,may,262,1,349,1,failure,no
4164,4164,36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,-1,0,unknown,yes
2879,2879,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,yes
6082,6082,30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,-1,0,unknown,no
1005,1005,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,yes
3721,3721,28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
10788,10788,41,blue-collar,married,secondary,no,4910,yes,no,cellular,3,apr,1090,1,-1,0,unknown,no
1888,1888,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,0,unknown,yes
9492,9492,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,no
6620,6620,47,technician,divorced,secondary,no,84,no,no,cellular,8,aug,49,2,-1,0,unknown,no
8498,8498,31,technician,single,tertiary,no,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
3984,3984,20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,yes
1075,1075,31,unknown,married,secondary,no,111,no,no,cellular,21,nov,504,2,93,2,failure,yes
9237,9237,31,management,married,tertiary,no,859,yes,yes,cellular,4,aug,182,3,-1,0,unknown,no
9959,9959,29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,no
7837,7837,34,admin.,married,secondary,no,36,no,no,cellular,22,aug,192,6,-1,0,unknown,no
2246,2246,43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,yes
8791,8791,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
4813,4813,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown,yes
375,375,37,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,2,-1,0,unknown,yes
54,54,48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown,yes
8052,8052,27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,111,5,-1,0,unknown,no
7981,7981,55,services,single,secondary,no,1539,no,no,unknown,20,jun,65,2,-1,0,unknown,no
8082,8082,27,services,single,secondary,no,504,yes,no,cellular,18,may,106,5,362,8,other,no
2783,2783,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
4977,4977,60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,2,-1,0,unknown,yes
9647,9647,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown,no
2221,2221,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown,yes
1331,1331,32,self-employed,married,secondary,no,409,no,no,cellular,9,mar,217,2,-1,0,unknown,yes
5744,5744,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,no
1273,1273,59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,83,3,-1,0,unknown,yes
9,9,28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
3056,3056,25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
1863,1863,33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,-1,0,unknown,yes
10463,10463,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,no
3583,3583,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
8858,8858,24,self-employed,single,tertiary,no,931,yes,no,unknown,28,may,200,4,-1,0,unknown,no
6126,6126,40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no
5530,5530,29,management,single,tertiary,no,1218,no,no,cellular,30,jan,258,2,-1,0,unknown,no
11069,11069,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,no
6407,6407,30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
6561,6561,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,-1,0,unknown,no
5149,5149,45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,yes
2090,2090,45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,yes
4785,4785,30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown,yes
3706,3706,79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success,yes
8148,8148,31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,no
9143,9143,47,blue-collar,married,secondary,no,2775,no,no,unknown,14,may,262,1,-1,0,unknown,no
6705,6705,32,technician,married,tertiary,no,0,yes,no,cellular,19,nov,231,4,-1,0,unknown,no
4079,4079,25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes
4724,4724,34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
6344,6344,40,admin.,single,secondary,no,782,yes,no,cellular,21,dec,94,5,202,17,failure,no
1823,1823,40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,4,344,3,failure,yes
10259,10259,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
11039,11039,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
6761,6761,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
3904,3904,34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,44,3,other,yes
488,488,27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,1,-1,0,unknown,yes
11032,11032,46,housemaid,married,primary,no,312,yes,yes,cellular,25,jul,137,7,-1,0,unknown,no
2767,2767,22,services,single,secondary,no,129,no,no,cellular,16,oct,258,1,-1,0,unknown,yes
7152,7152,29,management,single,unknown,no,698,no,no,cellular,8,feb,186,1,-1,0,unknown,no
8987,8987,30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
618,618,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,yes
9784,9784,36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,2,-1,0,unknown,no
4662,4662,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
4651,4651,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
2764,2764,75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
7188,7188,48,services,married,secondary,no,2597,yes,no,cellular,6,may,182,2,355,1,failure,no
4241,4241,42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,-1,0,unknown,yes
5096,5096,32,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,3,-1,0,unknown,yes
8392,8392,83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
190,190,35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes
5645,5645,40,technician,married,secondary,no,40,yes,no,cellular,21,nov,73,1,-1,0,unknown,no
1685,1685,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
1627,1627,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
2100,2100,26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
9683,9683,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
2972,2972,22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,yes
9198,9198,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
2094,2094,37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure,yes
779,779,40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown,yes
5003,5003,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
10420,10420,33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,no
8835,8835,28,admin.,single,tertiary,no,1104,yes,no,cellular,28,jul,73,7,-1,0,unknown,no
8422,8422,31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,-1,0,unknown,no
6695,6695,35,technician,single,secondary,no,1693,yes,no,cellular,26,may,58,1,105,1,success,no
7418,7418,53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
10831,10831,36,admin.,married,secondary,no,0,no,yes,cellular,29,jul,113,8,-1,0,unknown,no
2297,2297,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,yes
11060,11060,58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
7354,7354,37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no
9218,9218,66,management,married,unknown,no,2149,yes,no,cellular,30,nov,151,6,103,4,other,no
5218,5218,30,services,married,secondary,no,517,no,no,cellular,11,dec,141,2,-1,0,unknown,yes
